time [s] ,T [C] ,p-p_amb [bar] ,v_H2 [slm] ,v_CO2 [slm] ,v_Ar [slm] ,x_H2 [%] ,x_CO2 [%] ,x_CO [%] ,x_O2 [%] ,x_CH4 [%] ,Ar MFC sp [slm],H2 MFC sp [slm],CO2 MFC sp [slm]
146.613592,800.923553,0.031856,0.0,0.0,0.299709,-0.024574084638496998,0.000794,-0.002558,-0.003164,0.0,0.3,0.0,0.0
147.61377,800.927034,0.031813,0.0,0.0,0.299689,-0.027658611903797283,0.000179,-0.002353,-0.003677,0.0,0.3,0.0,0.0
148.612053,800.939059,0.031046,0.0,0.0,0.299846,-0.026980702962854194,0.000589,-0.002148,-0.002139,0.0,0.3,0.0,0.0
149.613891,800.927195,0.031841,0.0,0.0,0.299977,-0.027233000868629818,0.000589,-0.002968,-0.003164,0.0,0.3,0.0,0.0
150.612462,800.93278,0.031041,0.0,0.0,0.300465,-0.027354107592392707,0.000589,-0.002763,-0.004701,0.0,0.3,0.0,0.0
151.612405,800.929688,0.03195,0.0,0.0,0.301271,-0.0260276936120931,-0.000231,-0.002148,-0.003164,0.0,0.3,0.0,0.0
152.612164,800.935251,0.03122,0.0,0.0,0.299853,-0.024110012829910203,-0.001051,-0.002763,-0.007776,0.0,0.3,0.0,0.0
153.612678,800.936322,0.031626,0.0,0.0,0.299298,-0.027196231507874622,0.000179,-0.002148,-0.003677,0.0,0.3,0.0,0.0
154.612005,800.930594,0.031372,0.0,0.0,0.299388,-0.02762566120311507,0.000179,-0.002148,-0.002652,0.0,0.3,0.0,0.0
155.61264,800.928143,0.030607,0.0,0.0,0.300025,-0.027501662567752768,0.000179,-0.002353,-0.004189,0.0,0.3,0.0,0.0
156.612655,800.938055,0.031398,0.0,0.0,0.29976,-0.02622245938604621,0.000179,-0.002763,-0.003164,0.0,0.3,0.0,0.0
157.612206,800.936649,0.03213,0.0,0.0,0.299584,-0.029690040656670472,0.000794,-0.002763,-0.003164,0.0,0.3,0.0,0.0
158.612598,800.938716,0.030575,0.0,0.0,0.300022,-0.02846001999999999,0.000589,-0.002558,-0.002652,0.0,0.3,0.0,0.0
159.612945,800.935471,0.030224,0.0,0.0,0.299868,-0.02805821254909095,0.000999,-0.002558,-0.002139,0.0,0.3,0.0,0.0
160.61331,800.941369,0.031172,0.0,0.0,0.299806,-0.02869172730361217,0.000794,-0.001943,-0.002652,0.0,0.3,0.0,0.0
161.612067,800.932801,0.030582,0.0,0.0,0.300147,-0.02698704183147734,0.000589,-0.001943,-0.002139,0.0,0.3,0.0,0.0
162.612439,800.942635,0.031315,0.0,0.0,0.30001,-0.029628521255004196,0.000589,-0.000508,-0.001115,0.0,0.3,0.0,0.0
163.612181,800.940625,0.031816,0.0,0.0,0.299409,-0.029042203329834277,0.000589,-0.002148,-0.003677,0.0,0.3,0.0,0.0
164.612733,800.935207,0.031046,0.0,0.0,0.299676,-0.027601064729344874,0.000384,-0.002148,-0.002652,0.0,0.3,0.0,0.0
165.612263,800.931542,0.031303,0.0,0.0,0.299934,-0.026566871606607152,-2.579813e-05,-0.001738,-0.003677,0.0,0.3,0.0,0.0
166.61206,800.945636,0.031294,0.0,0.0,0.299677,-0.028060242220761228,0.000384,-0.001738,-0.001627,0.0,0.3,0.0,0.0
167.612984,800.939353,0.03105,0.0,0.0,0.299605,-0.026214269999999994,0.000589,-0.002148,-0.002139,0.0,0.3,0.0,0.0
168.61361,800.93263,0.030879,0.0,0.0,0.299171,-0.028679376545289303,0.000384,-0.002353,-0.003677,0.0,0.3,0.0,0.0
169.612962,800.94231,0.031146,0.0,0.0,0.300377,-0.026429500499903846,0.000589,-0.002148,-0.002652,0.0,0.3,0.0,0.0
170.61268,800.943037,0.031515,0.0,0.0,0.299569,-0.0280459244615383,0.000794,-0.002763,-0.002139,0.0,0.3,0.0,0.0
171.612138,800.948571,0.031681,0.0,0.0,0.299556,-0.029085262468464265,0.000794,-0.002353,-0.002652,0.0,0.3,0.0,0.0
172.613832,800.946961,0.031453,0.0,0.0,0.299674,-0.02925132022998867,0.000384,-0.001943,-0.003164,0.0,0.3,0.0,0.0
173.612161,800.950015,0.031748,0.0,0.0,0.298967,-0.02802951691887975,0.000384,-0.002353,-0.001627,0.0,0.3,0.0,0.0
174.613587,800.9479,0.031385,0.0,0.0,0.299687,-0.02570796906689222,0.000179,-0.001738,-0.002139,0.0,0.3,0.0,0.0
175.612822,800.945805,0.031078,0.0,0.0,0.299233,-0.027409409362691272,0.000589,-0.000508,-0.002139,0.0,0.3,0.0,0.0
176.613392,800.94928,0.030771,0.0,0.0,0.299559,-0.029025821721196193,-2.579813e-05,-0.000713,-0.004701,0.0,0.3,0.0,0.0
177.612223,800.952934,0.031194,0.0,0.0,0.299918,-0.028880204417730808,0.000794,-0.000918,-0.002652,0.0,0.3,0.0,0.0
178.612063,800.947342,0.030932,0.0,0.0,0.299218,-0.028033669778684114,0.000589,0.000312,-0.002652,0.0,0.3,0.0,0.0
179.612426,800.961404,0.031389,0.0,0.0,0.299829,-0.025340971669849943,0.000179,-0.001533,-0.003677,0.0,0.3,0.0,0.0
180.613554,800.950304,0.032204,0.0,0.0,0.300154,-0.027812226166893352,-0.000231,-0.002353,-0.003164,0.0,0.3,0.0,0.0
181.61265,800.959616,0.031832,0.0,0.0,0.29982,-0.027615419409552765,0.000179,-0.001533,-0.001115,0.0,0.3,0.0,0.0
